customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-06340,Female,0,Yes,Yes,59,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,86.31,5275.59,Yes
CUS-06341,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer (automatic),19.07,277.14,No
CUS-06342,Male,1,No,No,10,No,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),67.54,705.58,No
CUS-06343,Female,0,Yes,No,18,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),105.57,1899.27,No
CUS-06344,Female,0,No,No,35,No,No phone service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,71.44,2531.35,Yes
CUS-06345,Male,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,37.42,1772.14,Yes
CUS-06346,Female,0,Yes,No,58,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.4,6887.48,No
CUS-06347,Male,0,No,No,18,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,48.73,897.47,No
CUS-06348,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,53.01,2817.33,No
CUS-06349,Male,0,No,No,30,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.63,1585.32,No
CUS-06350,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),57.47,2084.11,Yes
CUS-06351,Female,0,Yes,No,40,No,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,88.88,3575.6,No
CUS-06352,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),49.45,284.28,Yes
CUS-06353,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.5,2239.2,No
CUS-06354,Male,0,Yes,No,26,Yes,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,44.35,1156.79,No
CUS-06355,Male,0,No,No,30,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,68.79,2115.33,No
CUS-06356,Male,0,No,No,24,Yes,No,No,No,No internet service,No,Two year,Yes,Mailed check,112.74,2725.15,No
CUS-06357,Male,0,No,No,55,Yes,No,Fiber optic,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),46.96,2554.39,No
CUS-06358,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.64,854.43,No
CUS-06359,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,39.9,2525.36,Yes
CUS-06360,Male,0,No,No,18,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.47,600.11,No
CUS-06361,Female,1,No,Yes,51,Yes,No,Fiber optic,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),27.11,1431.58,No
CUS-06362,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.99,2137.28,No
CUS-06363,Male,0,Yes,No,69,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,75.04,5180.27,No
CUS-06364,Female,0,Yes,No,33,Yes,Yes,No,No,No,No internet service,One year,Yes,Electronic check,69.43,2282.12,No
CUS-06365,Female,0,Yes,No,38,No,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Mailed check,18.72,729.91,No
CUS-06366,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No internet service,No,Month-to-month,No,Electronic check,66.43,863.85,Yes
CUS-06367,Male,0,Yes,No,49,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,84.27,4252.22,Yes
CUS-06368,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,58.99,2996.06,Yes
CUS-06369,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,30.89,29.51,Yes
CUS-06370,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,Two year,Yes,Bank transfer (automatic),44.77,524.71,Yes
CUS-06371,Male,0,Yes,Yes,24,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,89.41,2140.33,Yes
CUS-06372,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,One year,No,Electronic check,65.53,67.18,Yes
CUS-06373,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No internet service,Yes,One year,Yes,Credit card (automatic),65.93,4422.94,Yes
CUS-06374,Male,1,No,No,7,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),21.84,156.57,Yes
CUS-06375,Female,0,Yes,Yes,69,No,No,Fiber optic,Yes,No,No,Two year,No,Electronic check,70.93,5056.36,Yes
CUS-06376,Female,0,No,Yes,39,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),60.47,2358.93,Yes
CUS-06377,Female,1,Yes,No,32,Yes,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,105.96,3546.04,No
CUS-06378,Male,0,No,Yes,49,Yes,Yes,DSL,No internet service,No,Yes,Two year,Yes,Electronic check,56.08,2652.36,Yes
CUS-06379,Male,0,Yes,No,31,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.92,2396.52,Yes
CUS-06380,Male,0,No,No,3,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),111.59,351.43,Yes
CUS-06381,Female,0,No,No,47,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),74.62,3390.27,No
CUS-06382,Female,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,No internet service,Two year,No,Electronic check,20.98,327.64,No
CUS-06383,Male,0,No,No,51,Yes,No phone service,Fiber optic,Yes,No,Yes,One year,No,Mailed check,28.16,1496.51,No
CUS-06384,Female,1,No,No,21,No,Yes,DSL,No internet service,Yes,No internet service,Two year,No,Electronic check,114.68,2441.86,Yes
CUS-06385,Male,1,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.21,2866.23,No
CUS-06386,Female,0,No,Yes,3,Yes,No,DSL,Yes,Yes,No,Month-to-month,No,Credit card (automatic),36.93,110.89,No
CUS-06387,Female,0,No,Yes,1,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.78,71.56,Yes
CUS-06388,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,113.74,2348.3,Yes
CUS-06389,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No internet service,No,Two year,Yes,Electronic check,22.48,449.29,No
CUS-06390,Female,0,Yes,No,49,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.71,3307.44,No
CUS-06391,Female,0,No,Yes,65,No,No,DSL,No,No,Yes,Two year,Yes,Electronic check,31.61,2095.17,No
CUS-06392,Male,0,No,No,41,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),62.67,2693.38,Yes
CUS-06393,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,83.46,5749.83,No
CUS-06394,Male,0,Yes,Yes,42,No,No,DSL,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),63.92,2656.73,No
CUS-06395,Male,1,No,No,69,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,114.28,7757.08,No
CUS-06396,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,76.46,4573.47,Yes
CUS-06397,Male,1,No,No,43,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,114.36,4785.57,Yes
CUS-06398,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,49.44,565.91,Yes
CUS-06399,Female,0,Yes,No,64,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,20.11,1256.3,Yes
CUS-06400,Male,0,Yes,No,51,Yes,No phone service,DSL,Yes,No internet service,No internet service,One year,Yes,Mailed check,33.46,1679.44,No
CUS-06401,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,Two year,No,Credit card (automatic),25.16,1507.79,No
CUS-06402,Male,0,Yes,No,71,Yes,No,No,No,No,No,Two year,No,Mailed check,91.9,6653.99,No
CUS-06403,Male,0,No,No,28,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.99,1051.88,Yes
CUS-06404,Female,0,No,No,71,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,No,Mailed check,93.71,6738.95,No
CUS-06405,Male,0,No,Yes,14,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,71.76,1043.63,Yes
CUS-06406,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Electronic check,39.68,1280.0,No
CUS-06407,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.34,614.15,Yes
CUS-06408,Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,One year,No,Electronic check,19.15,509.86,No
CUS-06409,Male,0,No,No,50,Yes,No,Fiber optic,No internet service,No,No,Two year,No,Credit card (automatic),51.47,2617.86,Yes
CUS-06410,Male,1,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,No internet service,No,Two year,No,Mailed check,96.47,5706.1,Yes
CUS-06411,Female,1,No,Yes,57,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,92.92,5338.2,Yes
CUS-06412,Male,1,No,Yes,3,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.07,285.34,No
CUS-06413,Female,0,Yes,No,27,Yes,No,DSL,No,No,Yes,One year,Yes,Bank transfer (automatic),76.75,2028.36,No
CUS-06414,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,One year,No,Mailed check,75.33,2548.5,No
CUS-06415,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),58.74,1456.05,No
CUS-06416,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,112.85,4483.63,Yes
CUS-06417,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,No,Two year,Yes,Electronic check,112.95,3611.13,No
CUS-06418,Female,0,Yes,No,41,Yes,No,DSL,Yes,Yes,No,One year,No,Mailed check,18.87,739.65,No
CUS-06419,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,One year,No,Bank transfer (automatic),114.22,217.77,No
CUS-06420,Male,0,No,No,7,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),105.05,699.25,Yes
CUS-06421,Male,0,Yes,No,19,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.6,1472.76,No
CUS-06422,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.45,1664.56,Yes
CUS-06423,Male,0,Yes,Yes,2,Yes,No phone service,No,No internet service,No,No,Month-to-month,No,Electronic check,60.08,116.23,No
CUS-06424,Male,0,No,No,67,Yes,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Mailed check,102.82,7161.47,Yes
CUS-06425,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.77,495.64,No
CUS-06426,Female,1,No,Yes,21,Yes,Yes,DSL,Yes,No,No,One year,Yes,Electronic check,80.08,1698.09,Yes
CUS-06427,Female,0,Yes,Yes,59,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,41.09,2319.04,No
CUS-06428,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,55.82,2085.62,No
CUS-06429,Female,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,18.5,370.17,Yes
CUS-06430,Male,0,No,No,1,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.94,117.96,Yes
CUS-06431,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Mailed check,28.86,268.54,Yes
CUS-06432,Male,0,No,Yes,51,Yes,No,DSL,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),94.35,4831.62,No
CUS-06433,Male,0,Yes,No,38,Yes,No,DSL,Yes,No internet service,No,One year,Yes,Electronic check,74.16,2843.21,No
CUS-06434,Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,100.8,1529.3,Yes
CUS-06435,Male,0,No,No,41,Yes,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,69.57,2798.29,Yes
CUS-06436,Female,0,No,Yes,47,No,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,116.44,5732.85,Yes
CUS-06437,Male,0,No,Yes,26,No,No phone service,DSL,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),78.7,2143.56,No
CUS-06438,Female,1,Yes,No,54,Yes,No phone service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.64,4354.24,No
CUS-06439,Female,0,Yes,No,70,Yes,No phone service,Fiber optic,No internet service,No,No,Two year,No,Electronic check,110.08,7612.21,No
CUS-06440,Female,0,Yes,No,39,Yes,No,DSL,No internet service,No,No,One year,No,Electronic check,43.8,1767.92,No
CUS-06441,Female,1,No,No,17,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),54.29,892.97,Yes
CUS-06442,Female,0,No,No,70,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),84.5,5976.26,No
CUS-06443,Female,0,No,No,9,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,32.11,297.35,Yes
CUS-06444,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.96,4326.41,No
CUS-06445,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),77.19,459.98,Yes
CUS-06446,Male,0,Yes,Yes,68,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),93.49,6205.98,Yes
CUS-06447,Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),117.03,1928.33,No
CUS-06448,Male,0,No,Yes,29,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),115.69,3497.13,No
CUS-06449,Female,0,No,No,41,No,Yes,Fiber optic,No,No internet service,No,Two year,No,Electronic check,62.76,2489.08,No
CUS-06450,Female,0,No,No,68,Yes,No,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Electronic check,46.11,3035.05,No
CUS-06451,Male,1,No,Yes,62,No,Yes,No,No internet service,No,No,Two year,No,Mailed check,81.43,5281.85,Yes
CUS-06452,Female,0,Yes,No,40,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,89.13,3569.47,No
CUS-06453,Female,1,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Mailed check,47.47,2824.77,No
CUS-06454,Female,0,No,No,24,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,46.14,1060.41,No
CUS-06455,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,Month-to-month,No,Electronic check,39.5,248.0,Yes
CUS-06456,Female,0,No,No,40,Yes,No,DSL,Yes,No,Yes,One year,Yes,Credit card (automatic),108.94,4327.95,No
CUS-06457,Male,0,No,Yes,70,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,28.16,2058.36,No
CUS-06458,Female,0,Yes,No,58,Yes,No phone service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.64,2492.13,No
CUS-06459,Female,0,Yes,No,14,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.44,1151.18,No
CUS-06460,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Electronic check,64.76,2849.81,Yes
CUS-06461,Female,0,No,Yes,6,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,30.07,172.62,Yes
CUS-06462,Female,1,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Mailed check,46.95,1110.75,No
CUS-06463,Male,0,No,No,62,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),58.81,3525.26,No
CUS-06464,Female,0,Yes,No,17,Yes,No,DSL,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),113.87,1977.67,No
CUS-06465,Male,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.57,3858.85,Yes
CUS-06466,Male,0,No,No,28,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,29.58,834.48,No
CUS-06467,Male,0,Yes,No,13,No,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,115.24,1536.05,No
CUS-06468,Female,0,No,No,29,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Electronic check,61.4,1694.98,Yes
CUS-06469,Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,31.97,1422.6,No
CUS-06470,Male,1,Yes,Yes,20,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),79.11,1596.18,No
CUS-06471,Female,0,Yes,No,58,Yes,No,Fiber optic,No internet service,No,No,Two year,Yes,Bank transfer (automatic),98.86,5904.92,No
CUS-06472,Male,1,No,Yes,54,Yes,No,DSL,No,No internet service,No internet service,One year,No,Mailed check,89.05,4692.35,Yes
CUS-06473,Female,0,No,No,64,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.15,3245.07,No
CUS-06474,Female,0,No,No,52,Yes,Yes,DSL,No,No,No internet service,Two year,Yes,Credit card (automatic),41.9,2211.03,No
CUS-06475,Female,0,No,No,43,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.29,4500.43,Yes
CUS-06476,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No,No,One year,Yes,Electronic check,37.39,659.53,Yes
CUS-06477,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,One year,No,Electronic check,93.68,5160.91,No
CUS-06478,Male,0,No,Yes,60,Yes,No,DSL,No,Yes,No,Month-to-month,No,Electronic check,20.3,1245.29,No
CUS-06479,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,59.96,4315.51,Yes
CUS-06480,Male,0,No,No,1,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,116.49,115.84,Yes
CUS-06481,Male,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,No internet service,One year,No,Credit card (automatic),81.39,2867.5,Yes
CUS-06482,Female,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.07,2422.22,Yes
CUS-06483,Male,1,Yes,No,35,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,87.98,3113.85,Yes
CUS-06484,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Electronic check,53.33,3480.29,No
CUS-06485,Male,1,No,No,35,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,111.88,3799.58,Yes
CUS-06486,Female,0,Yes,Yes,9,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,41.49,387.01,Yes
CUS-06487,Female,0,No,No,37,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),50.0,1790.77,No
CUS-06488,Male,0,No,No,60,Yes,No phone service,Fiber optic,No,No,No,One year,Yes,Bank transfer (automatic),86.87,5060.93,No
CUS-06489,Female,0,No,No,56,Yes,Yes,DSL,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),97.53,5528.77,No
CUS-06490,Male,0,Yes,No,12,No,No,Fiber optic,No internet service,Yes,Yes,One year,Yes,Electronic check,75.65,891.38,No
CUS-06491,Male,0,No,No,71,Yes,No,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),46.93,3312.42,No
CUS-06492,Female,0,Yes,No,71,Yes,Yes,DSL,No internet service,No,Yes,Two year,Yes,Electronic check,75.31,5363.1,No
CUS-06493,Female,0,No,No,4,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),39.91,166.52,No
CUS-06494,Male,0,No,No,61,Yes,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,23.74,1413.46,No
CUS-06495,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,109.97,4723.25,No
CUS-06496,Female,0,No,No,50,Yes,No,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.11,3178.52,Yes
CUS-06497,Male,1,Yes,No,50,Yes,No,DSL,No,Yes,No,Two year,No,Electronic check,66.03,3153.47,No
CUS-06498,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,One year,No,Credit card (automatic),92.48,4551.85,Yes
CUS-06499,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),74.0,1783.85,No
CUS-06500,Female,1,Yes,Yes,8,Yes,No,DSL,No internet service,Yes,No,Two year,Yes,Electronic check,63.43,486.14,No
CUS-06501,Male,0,No,No,29,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,No,Electronic check,97.46,2765.44,Yes
CUS-06502,Male,0,No,Yes,43,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,65.5,2916.14,No
CUS-06503,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.27,6021.51,Yes
CUS-06504,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Electronic check,48.62,283.44,Yes
CUS-06505,Male,0,Yes,No,24,Yes,No phone service,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),21.36,534.12,No
CUS-06506,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,32.92,464.47,No
CUS-06507,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Credit card (automatic),99.92,5453.05,Yes
CUS-06508,Male,0,No,No,70,Yes,No,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),110.62,7373.64,No
CUS-06509,Male,0,No,No,4,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,Electronic check,25.51,104.96,Yes
CUS-06510,Female,1,No,No,58,Yes,Yes,DSL,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),108.87,6033.65,No
CUS-06511,Female,0,Yes,No,37,Yes,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,112.37,4255.16,Yes
CUS-06512,Female,1,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,Two year,Yes,Credit card (automatic),93.43,4683.75,No
CUS-06513,Male,1,No,Yes,39,Yes,No phone service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.11,3606.71,No
CUS-06514,Male,0,Yes,No,66,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.15,1178.6,No
CUS-06515,Male,0,Yes,No,13,Yes,No,DSL,No internet service,No,No,Month-to-month,No,Credit card (automatic),40.27,509.86,Yes
CUS-06516,Male,0,Yes,No,66,Yes,No,Fiber optic,No internet service,No,No,Two year,Yes,Bank transfer (automatic),39.46,2586.47,No
CUS-06517,Female,1,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card (automatic),76.15,4556.58,Yes
CUS-06518,Male,0,No,Yes,41,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),83.69,3455.95,Yes
CUS-06519,Male,1,No,No,32,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.17,3526.66,No
CUS-06520,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,66.8,3514.52,No
CUS-06521,Female,0,No,Yes,5,Yes,No,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,68.1,326.84,Yes
CUS-06522,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,23.43,1590.55,No
CUS-06523,Male,0,No,Yes,66,No,Yes,DSL,No internet service,No internet service,Yes,One year,No,Mailed check,117.74,7532.05,No
CUS-06524,Male,0,No,No,52,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Electronic check,112.56,5873.46,Yes
CUS-06525,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,Two year,Yes,Electronic check,25.2,1245.61,No
CUS-06526,Male,0,No,No,29,No,No,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.77,2125.7,Yes
CUS-06527,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Two year,Yes,Credit card (automatic),52.78,1989.14,No
CUS-06528,Male,1,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Mailed check,60.83,4226.29,No
CUS-06529,Male,1,No,No,8,Yes,No phone service,Fiber optic,No,No,No,Two year,Yes,Credit card (automatic),83.17,647.72,No
CUS-06530,Male,0,No,No,59,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Electronic check,59.97,3645.5,No
CUS-06531,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,No internet service,Month-to-month,No,Electronic check,67.56,3710.49,No
CUS-06532,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),45.31,90.67,Yes
CUS-06533,Male,0,No,No,26,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),26.24,660.72,No
CUS-06534,Male,0,No,No,63,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.52,5877.34,No
CUS-06535,Male,0,Yes,No,17,Yes,No phone service,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),55.84,943.32,No
CUS-06536,Male,0,Yes,Yes,59,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,106.66,6238.84,No
CUS-06537,Male,1,Yes,Yes,16,Yes,Yes,DSL,No,Yes,No,Two year,No,Bank transfer (automatic),112.5,1790.3,No
CUS-06538,Female,0,Yes,No,58,Yes,Yes,No,No,No,No internet service,One year,Yes,Mailed check,26.83,1516.62,No
CUS-06539,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,One year,No,Credit card (automatic),86.44,5695.31,No
CUS-06540,Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,100.01,4848.11,Yes
CUS-06541,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),82.7,2158.65,No
